task_id,prompt,zh_prompt,canonical_solution,test,entry_point,rules,max_n
HumanEval/94,"

def skjkasdkd(lst):
    """"""You are given a list of integers.
    You need to find the largest prime value and return the sum of its digits.

    Examples:
    For lst = [0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3] the output should be 10
    For lst = [1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1] the output should be 25
    For lst = [1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3] the output should be 13
    For lst = [0,724,32,71,99,32,6,0,5,91,83,0,5,6] the output should be 11
    For lst = [0,81,12,3,1,21] the output should be 3
    For lst = [0,8,1,2,1,7] the output should be 7
    """"""
","

def skjkasdkd(lst):
    """"""给您一个整数列表，  您需要找出最大的质数值并返回其位数之和。
    示例如下：   对于lst = [0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3] 输出应为 10
    对于 lst = [1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1] 输出应为 25
    对于 lst = [1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3]输出应为 13
    对于 lst = [0,724,32,71,99,32,6,0,5,91,83,0,5,6] 输出应为11
    对于 lst = [0,81,12,3,1,21] 输出应为 3
    对于 lst = [0,8,1,2,1,7] 输出应为 7
    """"""
","    def isPrime(n):
        for i in range(2,int(n**0.5)+1):
            if n%i==0:
                return False

        return True
    maxx = 0
    i = 0
    while i < len(lst):
        if(lst[i] > maxx and isPrime(lst[i])):
            maxx = lst[i]
        i+=1
    result = sum(int(digit) for digit in str(maxx))
    return result

","def check(candidate):

    # Check some simple cases
    assert candidate([0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3]) == 10, ""This prints if this assert fails 1 (good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    assert candidate([1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1]) == 25, ""This prints if this assert fails 2 (also good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    assert candidate([1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3]) == 13, ""This prints if this assert fails 3 (also good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    assert candidate([0,724,32,71,99,32,6,0,5,91,83,0,5,6]) == 11, ""This prints if this assert fails 4 (also good for debugging!)""
    
    # Check some edge cases that are easy to work out by hand.
    assert candidate([0,81,12,3,1,21]) == 3, ""This prints if this assert fails 5 (also good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    assert candidate([0,8,1,2,1,7]) == 7, ""This prints if this assert fails 6 (also good for debugging!)""

    assert candidate([8191]) == 19, ""This prints if this assert fails 7 (also good for debugging!)""
    assert candidate([8191, 123456, 127, 7]) == 19, ""This prints if this assert fails 8 (also good for debugging!)""
    assert candidate([127, 97, 8192]) == 10, ""This prints if this assert fails 9 (also good for debugging!)""
",skjkasdkd,"def rules(n):
    import random
    lst = []
    def sieve_eratosthenes(n):
        is_prime = [True] * (n + 1)
        is_prime[0] = is_prime[1] = False
        p = 2

        while p * p <= n:
            if is_prime[p]:
                for i in range(p * p, n + 1, p):
                    is_prime[i] = False
            p += 1

        primes = [i for i, prime in enumerate(is_prime) if prime]
        return primes
    pris = sieve_eratosthenes(n)
    for i in range(n):
        if random.randint(0,1)==0:
            lst.append(random.randint(0, n))
        else:
            lst.append(pris[random.randint(0, len(pris)-1)]
    return {
        'lst':lst
    }",50000
HumanEval/103,"
def rounded_avg(n, m):
    """"""You are given two positive integers n and m, and your task is to compute the
    average of the integers from n through m (including n and m). 
    Round the answer to the nearest integer and convert that to binary.
    If n is greater than m, return -1.
    Example:
    rounded_avg(1, 5) => ""0b11""
    rounded_avg(7, 5) => -1
    rounded_avg(10, 20) => ""0b1111""
    rounded_avg(20, 33) => ""0b11010""
    """"""
","
def rounded_avg(n, m):
    """"""给您两个正整数n和m，您的任务是计算从n到m(包括n和m)的整数的平均值。 将答案四舍五入为最接近的整数，并将其转换为二进制。 如果n大于m，则返回-1。   Example:
    rounded_avg(1, 5) => ""0b11""
    rounded_avg(7, 5) => -1
    rounded_avg(10, 20) => ""0b1111""
    rounded_avg(20, 33) => ""0b11010""
    """"""
","    if m < n:
        return -1
    summation = 0
    for i in range(n, m+1):
        summation += i
    return bin(round(summation/(m - n + 1)))
","def check(candidate):

    # Check some simple cases
    assert candidate(1, 5) == ""0b11""
    assert candidate(7, 13) == ""0b1010""
    assert candidate(964,977) == ""0b1111001010""
    assert candidate(996,997) == ""0b1111100100""
    assert candidate(560,851) == ""0b1011000010""
    assert candidate(185,546) == ""0b101101110""
    assert candidate(362,496) == ""0b110101101""
    assert candidate(350,902) == ""0b1001110010""
    assert candidate(197,233) == ""0b11010111""


    # Check some edge cases that are easy to work out by hand.
    assert candidate(7, 5) == -1
    assert candidate(5, 1) == -1
    assert candidate(5, 5) == ""0b101""

",rounded_avg,"def rules(n):
    m = 1
    return {
        'n': 1,
        'm': n
    }",100000
HumanEval/109,"
def move_one_ball(arr):
    """"""We have an array 'arr' of N integers arr[1], arr[2], ..., arr[N].The
    numbers in the array will be randomly ordered. Your task is to determine if
    it is possible to get an array sorted in non-decreasing order by performing 
    the following operation on the given array:
        You are allowed to perform right shift operation any number of times.
    
    One right shift operation means shifting all elements of the array by one
    position in the right direction. The last element of the array will be moved to
    the starting position in the array i.e. 0th index. 

    If it is possible to obtain the sorted array by performing the above operation
    then return True else return False.
    If the given array is empty then return True.

    Note: The given list is guaranteed to have unique elements.

    For Example:
    
    move_one_ball([3, 4, 5, 1, 2])==>True
    Explanation: By performin 2 right shift operations, non-decreasing order can
                 be achieved for the given array.
    move_one_ball([3, 5, 4, 1, 2])==>False
    Explanation:It is not possible to get non-decreasing order for the given
                array by performing any number of right shift operations.
                
    """"""
","
def move_one_ball(arr):
    """"""我们有一个由N个整数arr[1]，arr[2]..，arr[N]组成的数组‘arr’。数组中的数字将被随机排序。您的任务是确定是否可以通过对给定的数组执行以下操作来按非降序对数组进行排序：允许您执行任意次数的右移位操作。    一次右移操作意味着将数组的所有元素在正确方向上移动一个位置。数组的最后一个元素将移动到数组中的起始位置，即第0个索引。如果可以通过执行上述操作获得非降序的数组，则返回True，否则返回False，    如果给定数组为空，则返回True。    注意：给定的列表保证具有唯一的元素。
    For Example:
    
    move_one_ball([3, 4, 5, 1, 2])==>True
    解释: 通过执行两次正确的右移位操作，可以实现非降序排列。   move_one_ball([3, 5, 4, 1, 2])==>False
    Explanation:无论如何对给定的数组进行右移位操作，都无法实现非降序排列。          
    """"""
","    if len(arr)==0:
      return True
    sorted_array=sorted(arr)
    my_arr=[]
    
    min_value=min(arr)
    min_index=arr.index(min_value)
    my_arr=arr[min_index:]+arr[0:min_index]
    for i in range(len(arr)):
      if my_arr[i]!=sorted_array[i]:
        return False
    return True
","def check(candidate):

    # Check some simple cases
    assert candidate([3, 4, 5, 1, 2])==True, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([3, 5, 10, 1, 2])==True
    assert candidate([4, 3, 1, 2])==False
    # Check some edge cases that are easy to work out by hand.
    assert candidate([3, 5, 4, 1, 2])==False, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate([])==True
",move_one_ball,"def rules(n):
    import random
    import numpy
    res= []
    for i in range(n):
        res.append(i)
    random.shuffle(res)
    res = numpy.array(res)
    
    return {
        'arr': res
    }",30000
HumanEval/114,"
def minSubArraySum(nums):
    """"""
    Given an array of integers nums, find the minimum sum of any non-empty sub-array
    of nums.
    Example
    minSubArraySum([2, 3, 4, 1, 2, 4]) == 1
    minSubArraySum([-1, -2, -3]) == -6
    """"""
","
def minSubArraySum(nums):
    """"""
    给定一个整数数组，找到具有最小总和的任意一个非空子数组，输出最小总和值。示例如下：
    minSubArraySum([2, 3, 4, 1, 2, 4]) == 1
    minSubArraySum([-1, -2, -3]) == -6
    """"""
","    max_sum = 0
    s = 0
    for num in nums:
        s += -num
        if (s < 0):
            s = 0
        max_sum = max(s, max_sum)
    if max_sum == 0:
        max_sum = max(-i for i in nums)
    min_sum = -max_sum
    return min_sum
","def check(candidate):

    # Check some simple cases
    assert candidate([2, 3, 4, 1, 2, 4]) == 1, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([-1, -2, -3]) == -6
    assert candidate([-1, -2, -3, 2, -10]) == -14
    assert candidate([-9999999999999999]) == -9999999999999999
    assert candidate([0, 10, 20, 1000000]) == 0
    assert candidate([-1, -2, -3, 10, -5]) == -6
    assert candidate([100, -1, -2, -3, 10, -5]) == -6
    assert candidate([10, 11, 13, 8, 3, 4]) == 3
    assert candidate([100, -33, 32, -1, 0, -2]) == -33

    # Check some edge cases that are easy to work out by hand.
    assert candidate([-10]) == -10, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate([7]) == 7
    assert candidate([1, -1]) == -1
",minSubArraySum,"def rules(n):
    import random
    res= []
    for i in range(n):
        if random.randint(0,2)==0:
            flag=-1
        else:
            flag=1
        res.append(random.randint(0, min(0.6*n, 200))*flag)
    return {
        'nums': res
    }",30000
MBPP/12,"from typing import List
def sort_matrix(M: List[float]):
    '''
    Write a function to sort a given matrix M in ascending order according to the sum of its rows.
    '''","from typing import List
def sort_matrix(M: List[float]):
    '''
    给定一个矩阵M，编写一个函数，将其按行求和结果的升序进行排序。
    '''","    result = sorted(M, key=sum) 
    return result","def check(candidate):
    assert candidate([[1, 2, 3], [2, 4, 5], [1, 1, 1]])==[[1, 1, 1], [1, 2, 3], [2, 4, 5]]
    assert candidate([[1, 2, 3], [-2, 4, -5], [1, -1, 1]])==[[-2, 4, -5], [1, -1, 1], [1, 2, 3]]
    assert candidate([[5,8,9],[6,4,3],[2,1,4]])==[[2, 1, 4], [6, 4, 3], [5, 8, 9]]",sort_matrix,"def rules(n):
    import random
    M = [[random.randint(-n,n) for i in range(n)] for j in range(n)]
    return {
        'M':M
    }",1000
MBPP/24,"def binary_to_decimal(binum): 
    '''
    Write a function to convert the given binary number to its decimal equivalent.
    >>> binary_to_decimal(1001)
    9
    >>> binary_to_decimal(1010)
    10
    '''","def binary_to_decimal(binum): 
    '''
    将给定的二进制数转化为十进制数。
    >>> binary_to_decimal(1001)
    9
    >>> binary_to_decimal(1010)
    10
    '''","    binary1 = binum 
    decimal, i, n = 0, 0, 0
    while(binum != 0): 
        dec = binum % 10 
        decimal = decimal + dec * pow(2, i) 
        binum = binum//10 
        i += 1 
    return (decimal)","def check(candidate):
    assert candidate(100) == 4
    assert candidate(1011) == 11
    assert candidate(1101101) == 109",binary_to_decimal,"def rules(n):
    import random
    bi = random.randint(int(0.99*n), int(1.01*n))
    return {
        'binum': bi
    }",100000000
MBPP/27,"import re 
def remove(strlist):
    '''
    Write a python function to remove all digits from a list of strings.
    >>> remove(['abc123', 'def456', 'ghi789'])
    ['abc', 'def', 'ghi']
    >>> remove(['abc123xyz', 'define456', '789ghi'])
    ['abcxyz', 'define', 'ghi']
    '''","import re 
def remove(strlist):
    '''
    给定一个字符串列表strlist，编写一个函数，将每个字符串中的数字全部删除。
    >>> remove(['abc123', 'def456', 'ghi789'])
    ['abc', 'def', 'ghi']
    >>> remove(['abc123xyz', 'define456', '789ghi'])
    ['abcxyz', 'define', 'ghi']
    '''","    pattern = '[0-9]' 
    strlist = [re.sub(pattern, '', i) for i in strlist] 
    return strlist","def check(candidate):
    assert candidate(['4words', '3letters', '4digits']) == ['words', 'letters', 'digits']
    assert candidate(['28Jan','12Jan','11Jan']) == ['Jan','Jan','Jan']
    assert candidate(['wonder1','wonder2','wonder3']) == ['wonder','wonder','wonder']",remove,"def rules(n):
    import random
    num = '0123456789'
    char = 'abcdefghijklmnopqrstuvwxyz'
    strlist = []
    for i in range(n):
        strs = ''
        for j in range(10):
            strs+=random.choice(char)+random.choice(num)
        strlist.append(strs)

    return {
        'strlist': strlist
    }",10000
MBPP/42,"def find_Sum(arr): 
    '''
    Write a python function to find the sum of repeated elements in a given array.  
    If one element is repeated more than once, the sum should be counted for multiple times.
    >>> find_Sum([1,1,2])
    2
    >>> find_Sum([4, 5, 7, 5, 4, 8])
    18
    '''","def find_Sum(arr): 
    '''
        求一个数组中所有重复出现过的元素的和。
    如果一个数字多次出现，那么它在计算和时应该被计算多次。
    >>> find_Sum([1,1,2])
    2
    >>> find_Sum([4, 5, 7, 5, 4, 8])
    18
    >>> find_Sum([1,1,2])
    2
    >>> find_Sum([4, 5, 7, 5, 4, 8])
    18
    '''",    return sum([x for x in arr if arr.count(x) > 1]),"def check(candidate):
    assert candidate([1, 1, 2]) == 2
    assert candidate([1,2,3,1,1,4,5,6]) == 3
    assert candidate([4, 5, 7, 5, 4, 8]) == 18
    assert candidate([1, 1, 1, 1, 1, 1]) == 6",find_Sum,"def rules(n):
    import random
    res = []
    for i in range(n):
        res.append(random.randint(1, int(n/2)))
    return {
        'arr': res
    }",10000
MBPP/149,"from typing import List
def max_len_sub(arr:List[int]):
    '''
    Write a function to find the longest subsequence such that the difference between adjacents is one for the given array.
    >>> max_len_sub([1, 2, 3, 4, 5, 3, 2])
    6
    '''","from typing import List
def max_len_sub(arr:List[int]):
    '''
    给定一个数组arr，编写一个函数，求arr中的最长子序列的长度，该子序列中相邻元素的差值为1。
    >>> max_len_sub([1, 2, 3, 4, 5, 3, 2])
    6
    '''","    n = len(arr)
    dp = [1 for i in range(n)] 
    for i in range(n): 
        for j in range(i): 
            if ((arr[i] == arr[j]+1) or (arr[i] == arr[j]-1)): 
                dp[i] = max(dp[i], dp[j]+1) 
    result = 1
    for i in range(n): 
        if (result < dp[i]): 
            result = dp[i] 
    return result","def check(candidate):
    assert candidate([1, 2, 3, 4, 5, 3, 2]) == 6
    assert candidate([10, 9, 4, 5, 4, 8, 6]) == 3
    assert candidate([1, 2, 3, 2, 3, 7, 2, 1]) == 7",max_len_sub,"def rules(n):
    import random
    res = []
    res.append(random.randint(1, int(n/2)))
    for i in range(n):
        if random.randint(0, 4) == 0:
            res.append(res[-1]+1)
        elif random.randint(0, 4) == 1:
            res.append(res[-1]-1)
        else:
            res.append(random.randint(1, int(n/2)))
    return {
        'arr': res
    }",3000
MBPP/v522,"def lbs(arr): 
    '''
    Write a function to find the longest bitonic subsequence for the given array.
    A bitonic subsequence is a subsequence of an array where the elements are first sorted in an increasing order, then in a decreasing order.
    >>> lbs([1, 2, 3, 4, 5, 3, 2])
    7
    >>> lbs([5,1,2,3,4,5,4,3,2])
    8
    '''","def lbs(arr): 
   '''
    给定一个数组arr，编写一个函数，求arr中的最长双调子序列的长度，双调序列指该序列先递增，再递减。
    >>> lbs([1, 2, 3, 4, 5, 3, 2])
    7
    >>> lbs([5,1,2,3,4,5,4,3,2])
    8
    '''","    n = len(arr) 
    lis = [1 for i in range(n+1)] 
    for i in range(1 , n): 
        for j in range(0 , i): 
            if ((arr[i] > arr[j]) and (lis[i] < lis[j] +1)): 
                lis[i] = lis[j] + 1 
    lds = [1 for i in range(n+1)] 
    for i in reversed(range(n-1)): 
        for j in reversed(range(i-1 ,n)): 
            if(arr[i] > arr[j] and lds[i] < lds[j] + 1):
                lds[i] = lds[j] + 1 
    maximum = lis[0] + lds[0] - 1 
    for i in range(1 , n): 
        maximum = max((lis[i] + lds[i]-1), maximum) 
    return maximum","def check(candidate):
    assert candidate([0 , 8 , 4, 12, 2, 10 , 6 , 14 , 1 , 9 , 5 , 13, 3, 11 , 7 , 15]) == 7
    assert candidate([1, 11, 2, 10, 4, 5, 2, 1]) == 6
    assert candidate([80, 60, 30, 40, 20, 10]) == 5",lbs,"def rules(n):
    import random
    res = []
    for i in range(n):
        res.append(random.randint(1, n))
    return {
        'arr': res
    }",3000
MBPP/v564,"def count_Pairs(arr): 
    '''
    Write a python function to count unequal element pairs from the given array.
    A unequal element pair means a pair (arr[i], arr[j]) where i < j and arr[i] != arr[j].
    >>> count_Pairs([1, 2, 3, 4])
    6
    >>> count_Pairs([1, 1, 1])
    0
    '''","def count_Pairs(arr): 
    '''
    给定一个数组arr，编写一个函数，求arr中所有不相等的元素对的个数。
    不相等的元素对指的是一组(arr[i],arr[j])，其中i < j且arr[i] != arr[j]。
    >>> count_Pairs([1, 2, 3, 4])
    6
    >>> count_Pairs([1, 1, 1])
    0
    '''","    n = len(arr)
    cnt = 0; 
    for i in range(n): 
        for j in range(i + 1,n): 
            if (arr[i] != arr[j]): 
                cnt += 1; 
    return cnt","def check(candidate):
    assert candidate([1,2,1]) == 2
    assert candidate([1,1,1,1]) == 0
    assert candidate([1,2,3,4,5]) == 10",count_Pairs,"def rules(n):
    import random
    res = []
    for i in range(n):
        res.append(random.randint(1, int(n**0.5)))
    return {
        'arr': res
    }",3000
MBPP/train620,"def largest_subset(arr): 
    '''
    Write a function to find the largest size of a subset where each pair is divisible.
    >>> largest_subset([1, 3, 6, 13, 17, 18])
    4
    >>> largest_subset([2, 4, 8, 12])
    3
    '''","def largest_subset(arr): 
    '''
    给定一个数组a，编写一个函数，求a的最大子集的大小，该子集中的相邻每一对元素都可以整除。
    >>> largest_subset([1, 3, 6, 13, 17, 18])
    4
    >>> largest_subset([2, 4, 8, 12])
    3
    '''","    n = len(arr)
    dp = [0 for i in range(n)] 
    dp[n - 1] = 1; 
    for i in range(n - 2, -1, -1): 
        mxm = 0; 
        for j in range(i + 1, n): 
            if arr[j] % arr[i] == 0 or arr[i] % arr[j] == 0: 
                mxm = max(mxm, dp[j]) 
        dp[i] = 1 + mxm 
    return max(dp)","def check(candidate):
    assert candidate([1, 3, 6, 13, 17, 18]) == 4
    assert candidate([10, 5, 3, 15, 20]) == 3
    assert candidate([18, 1, 3, 6, 13, 17]) == 4",largest_subset,"def rules(n):
    import random
    res = []
    for i in range(n):
        res.append(random.randint(1, int(n**0.5)))
    return {
        'arr': res
    }",3000
MBPP/train689,"def min_jumps(arr): 
    '''
    write a function to find the minimum number of jumps to reach the end of the array from the fisrt element. For the given array 'arr' of integers, each element represents the max number of steps that can be made forward from that element.
    >>> min_jumps([1, 3, 6, 13, 17, 18])
    3
    '''","def min_jumps(arr): 
    '''
    编写一个函数，找出从数组的第 1 个元素跳转到数组末尾的最少步数。对于给定的整数数组 ""arr""，每个元素的值代表从该元素向前移动的最大步数。
    >>> min_jumps([1, 3, 6, 13, 17, 18])
    3
    '''","    n = len(arr)
    jumps = [0 for i in range(n)] 
    jumps[0] = 0 
    for i in range(1, n): 
        jumps[i] = float('inf') 
        for j in range(i): 
            if (i <= j + arr[j]) and (jumps[j] != float('inf')): 
                jumps[i] = min(jumps[i], jumps[j] + 1) 
                break 
    return jumps[n-1]","def check(candidate):
    assert candidate([1, 3, 6, 1, 0, 9]) == 3
    assert candidate([1, 3, 5, 8, 9, 2, 6, 7, 6, 8, 9]) == 3
    assert candidate([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]) == 10",min_jumps,"def rules(n):
    import random
    res = []
    for i in range(n):
        res.append(random.randint(1, int(n**0.5)))
    return {
        'arr': res
    }",3000
leetcode/21,"def mergeTwoLists(list1, list2):
    '''
    Given two sorted list 'list1' and 'list2', merge them into one sorted list.
    >>> mergeTwoLists([1,2,4], [1,3,4])
    [1, 1, 2, 3, 4, 4]
    >>> mergeTwoLists([], [])
    []
    '''
    list_res = list1 + list2
    list_res.sort()
    return list_res","def mergeTwoLists(list1, list2):
    '''
    给定两个排序好的列表 'list1' 和 'list2', 把它们合并成一个排序好的列表。
    >>> mergeTwoLists([1,2,4], [1,3,4])
    [1, 1, 2, 3, 4, 4]
    >>> mergeTwoLists([], [])
    []
    '''
    list_res = list1 + list2
    list_res.sort()
    return list_res","    list_res = list1 + list2
    list_res.sort()
    return list_res","def check(candidate):
    assert candidate([1,2,4], [1,3,4]) == [1, 1, 2, 3, 4, 4]
    assert candidate([], []) == []
    assert candidate([1,1,2],[3]) == [1,1,2,3]",mergeTwoLists,"def rules(n):
    import random
    list1 = []
    list2 = []
    for i in range(n):
        list1.append(random.randint(1, int(n/2)))
        list2.append(random.randint(1, int(n/2)))
    return {
        'list1': list1,
        'list2': list2
    }",100000
leetcode/35,"def searchInsert(nums, target):
    '''
    Given a sorted array 'nums' of distinct integers and a target value, return the index if the target is found. If not, return the index where it would be if it were inserted in order.
    >>> searchInsert([1,3,5,6], 5)
    2
    >>> searchInsert([1,3,5,6], 2)
    1
    >>> searchInsert([1,3,5,6], 7)
    4
    '''","def searchInsert(nums, target):
    '''
    给定一个有序数组 'nums' 和一个目标值 'target', 如果 'target' 在数组中存在, 则返回它的索引。如果 'target' 不在数组中存在, 则返回它将会被按顺序插入的位置的索引。
    >>> searchInsert([1,3,5,6], 5)
    2
    >>> searchInsert([1,3,5,6], 2)
    1
    >>> searchInsert([1,3,5,6], 7)
    4
    '''","    if target in nums:
        return nums.index(target)
    else:
        nums.append(target)
        nums.sort()
        return nums.index(target)","def check(candidate):
    assert candidate([1,3,5,6], 5) == 2
    assert candidate([1,3,5,6], 2) == 1
    assert candidate([1,3,5,6], 7) == 4
    assert candidate([1,3,5,6], 0) == 0",searchInsert,"def rules(n):
    import random
    nums = []
    for i in range(n):
        nums.append(random.randint(1, int(n/2)))
    nums.sort()
    return {
        'nums': nums,
        'target': random.randint(1, int(n/2))
    }",20000
leetcode/217,"def containsDuplicate(nums):
    '''
    Given an integer array 'nums', return true if any value appears at least twice in the array, and return false if every element is distinct.
    >>> containsDuplicate([1,2,3,1])
    True
    >>> containsDuplicate([1,2,3,4])
    False
    '''","def containsDuplicate(nums):
    '''
    给定一个整数数组 'nums', 如果数组中存在重复元素, 则返回 true, 如果数组中不存在重复元素, 则返回 false。
    >>> containsDuplicate([1,2,3,1])
    True
    >>> containsDuplicate([1,2,3,4])
    False
    '''","    if len(nums) == len(set(nums)):
        return False
    else:
        return True","def check(candidate):
    assert candidate([1,2,3,1]) == True
    assert candidate([1,2,3,4]) == False
    assert candidate([1,1,1,3,3,4,3,2,4,2]) == True",containsDuplicate,"def rules(n):
    import random
    nums = []
    for i in range(n):
        nums.append(random.randint(0, int(n**2)))
    return {
        'nums': nums
    }",10000
leetcode/697,"import collections
def findShortestSubArray(nums):
    '''
    Given a non-empty array of non-negative integers nums, the degree of this array is defined as the maximum frequency of any one of its elements.
    Your task is to find the smallest possible length of a (contiguous) subarray of nums, that has the same degree as nums.
    >>> findShortestSubArray([1,2,2,3,1])
    2
    >>> findShortestSubArray([1,2,2,3,1,4,2])
    6
    '''","import collections
def findShortestSubArray(nums):
    '''
    给定一个非空非负整数数组 'nums', 数组的度的定义为数组中任一元素出现频数的最大值。
    你的任务是找到与 'nums' 拥有相同大小的度的最短连续子数组, 返回其长度。
    >>> findShortestSubArray([1,2,2,3,1])
    2
    >>> findShortestSubArray([1,2,2,3,1,4,2])
    6
    '''","    nums_dict = collections.Counter(nums)
    max_count = max(nums_dict.values())
    max_count_list = []
    for i in nums_dict:
        if nums_dict[i] == max_count:
            max_count_list.append(i)
    min_length = len(nums)
    for i in max_count_list:
        min_length = min(min_length, len(nums) - nums[::-1].index(i) - nums.index(i))
    return min_length","def check(candidate):
    assert candidate([1,2,2,3,1]) == 2
    assert candidate([1,2,2,3,1,4,2]) == 6
    assert candidate([1,2,2,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1]) == 18",findShortestSubArray,"def rules(n):
    import random
    nums = []
    for i in range(n):
        nums.append(random.randint(0, min(int(n/2),1000)))
    return {
        'nums': nums
    }",3000
leetcode/832,"import collections
def flipAndInvertImage(image):
    '''
    Given an n x n binary matrix image, flip the image horizontally, then invert it, and return the resulting image.
    To flip an image horizontally means that each row of the image is reversed.
    For example, flipping [1,1,0] horizontally results in [0,1,1].
    To invert an image means that each 0 is replaced by 1, and each 1 is replaced by 0.
    For example, inverting [0,1,1] results in [1,0,0].
    >>> flipAndInvertImage([[1,1,0],[1,0,1],[0,0,0]])
    [[1, 0, 0], [0, 1, 0], [1, 1, 1]]
    '''","import collections
def flipAndInvertImage(image):
    '''
    Given an n x n binary matrix image, flip the image horizontally, then invert it, and return the resulting image.
    To flip an image horizontally means that each row of the image is reversed.
    For example, flipping [1,1,0] horizontally results in [0,1,1].
    To invert an image means that each 0 is replaced by 1, and each 1 is replaced by 0.
    For example, inverting [0,1,1] results in [1,0,0].
    >>> flipAndInvertImage([[1,1,0],[1,0,1],[0,0,0]])
    [[1, 0, 0], [0, 1, 0], [1, 1, 1]]
    '''","    for i in range(len(image)):
        image[i] = image[i][::-1]
        for j in range(len(image[i])):
            image[i][j] = 1 - image[i][j]
    return image","def check(candidate):
    assert candidate([[1,1,0],[1,0,1],[0,0,0]]) == [[1, 0, 0], [0, 1, 0], [1, 1, 1]]
    assert candidate([[1,1,0,0],[1,0,0,1],[0,1,1,1],[1,0,1,0]]) == [[1, 1, 0, 0], [0, 1, 1, 0], [0, 0, 0, 1], [1, 0, 1, 0]]",flipAndInvertImage,"def rules(n):
    import random
    image = []
    for i in range(n):
        image.append([])
        for j in range(n):
            image[i].append(random.randint(0,1))
    return {
        'image': image
    }",3000
leetcode/300,"def lengthOfLIS(nums):
    '''
    Given an integer array nums, return the length of the longest strictly increasing subsequence.
    A subsequence is a sequence that can be derived from an array by deleting some or no elements without changing the order of the remaining elements.
    For example, [3,6,2,7] is a subsequence of the array [0,3,1,6,2,2,7].
    >>> lengthOfLIS([10,9,2,5,3,7,101,18])
    4
    >>> lengthOfLIS([7,7,7,7,7,7,7])
    1
    '''","def lengthOfLIS(nums):
    '''
    给定一个整数数组 'nums', 返回最长严格递增子序列的长度。
    子序列是从数组中删除一些元素（或不删除）得到的序列, 并且元素的相对位置不变。
    例如, [3,6,2,7] 是数组 [0,3,1,6,2,2,7] 的子序列。
    >>> lengthOfLIS([10,9,2,5,3,7,101,18])
    4
    >>> lengthOfLIS([7,7,7,7,7,7,7])
    1
    '''","    if len(nums) == 0:
        return 0
    dp = [1] * len(nums)
    for i in range(len(nums)):
        for j in range(i):
            if nums[j] < nums[i]:
                dp[i] = max(dp[i], dp[j]+1)
    return max(dp)","def check(candidate):
    assert candidate([10,9,2,5,3,7,101,18]) == 4
    assert candidate([7,7,7,7,7,7,7]) == 1
    assert candidate([0,1,0,3,2,3]) == 4
    assert candidate([7,7,7,7,7,7,8]) == 2",lengthOfLIS,"def rules(n):
    import random
    nums = []
    for i in range(n):
        nums.append(random.randint(0, n))
    return {
        'nums': nums
    }",3000
leetcode/414,"def thirdMax(nums):
    '''
    Given an integer array nums, return the third maximum number in this array. If the third maximum does not exist, return the maximum number.
    >>> thirdMax([3,2,1])
    1
    >>> thirdMax([1,2,2,1])
    2
    '''","def thirdMax(nums):
    '''
    给定一个整数数组 'nums', 返回数组中第三大的数。如果不存在, 则返回最大的数。
    >>> thirdMax([3,2,1])
    1
    >>> thirdMax([1,2,2,1])
    2
    '''","    nums = list(set(nums))
    nums.sort()
    if len(nums) < 3:
        return nums[-1]
    else:
        return nums[-3]","def check(candidate):
    assert candidate([3,2,1]) == 1
    assert candidate([1,2,2,1]) == 2
    assert candidate([1,2]) == 2
    assert candidate([2,2,3,1]) == 1",thirdMax,"def rules(n):
    import random
    nums = []
    for i in range(n):
        nums.append(random.randint(0, n))
    return {
        'nums': nums
    }",10000
